instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origC	label_collapseC	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0025_ROG-dialog-0048_916.364_920.408	ROG-Dia-GSO-P0025	ROG-dialog-0048	Do tega, da pač itak rabiš zač@sn naslov prjavit.	Do tega, da pač itak rabiš začasni naslov prijaviti.	916.364	920.408	neutralNegative	neutral	B-neutralNegative	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_920.408_925.384	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ti reče: "Joj, mamo nek@ga bratranca, tole ko ma še pol leta, ko ma neko frko."	Ti reče: "Joj, imamo nekega bratranca, tole ko ima še pol leta, ko ima neko frko."	920.408	925.384	predominantlyNegative	negative	B-predominantlyNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_925.384_927.495	ROG-Dia-GSO-P0025	ROG-dialog-0048	Pa si sam t@k: "Ja, pa dej, no."	Pa si samo tako: "Ja, pa daj, no."	925.384	927.495	predominantlyNegative	negative	I-predominantlyNegative	I-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_928.398_936.643	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem, ja, po po pa že z@čneš pač t@k ono, ja nč, te pač gremo, ne vem, proti Celu al pa Žavc gleat.	Eem, ja, pol pol pa že začneš pač tako ono, ja nič, te pač gremo, ne vem, proti Celju ali pa Žalec gledat.	928.398	936.643	mixedNegative	negative	B-mixedNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_936.643_942.464	ROG-Dia-GSO-P0025	ROG-dialog-0048	Da maš vsaj eno uro gr, mislim, eno uro do doma, eno uro do šihta, pa si t@k, okej, kul.	Da imaš vsaj eno uro gor, mislim, eno uro do doma, eno uro do šihta, pa si tako, okej, kul.	936.643	942.464	mixedPositive	positive	B-mixedPositive	B-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_942.464_944.751	ROG-Dia-GSO-P0025	ROG-dialog-0048	Glih fajn na polovici.	Glih fajn na polovici.	942.464	944.751	mixedPositive	positive	I-mixedPositive	I-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_944.751_949.224	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ma, po pa še tamle take frke, ma dej, komu se da.	Ma, pol pa še tamle take frke, ma daj, komu se da.	944.751	949.224	mixedNegative	negative	B-mixedNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_949.224_958.390	ROG-Dia-GSO-P0025	ROG-dialog-0048	T@k da, po sem mel res po ... po enem dorem mescu, da sn šov vsak vsak drug dan eno stanovanje gleat, sn končno neki normalnega najdu.	Tako da, pol sem imel res po ... po enem dobrem mesecu, da sem šel vsak vsak drugi dan eno stanovanje gledat, sem končno nekaj normalnega našel.	949.224	958.39	mixedPositive	positive	B-mixedPositive	B-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_958.390_964.026	ROG-Dia-GSO-P0025	ROG-dialog-0048	Sicer itak, pač, okej, [nerazumljivo] zrovn daš eno najemnino zrovn, sam ...	Sicer itak, pač, okej, [nerazumljivo] zraven daš eno najemnino zraven, samo ...	958.39	964.026	mixedNegative	negative	B-mixedNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_964.026_966.472	ROG-Dia-GSO-P0025	ROG-dialog-0048	Pač, mir je.	Pač, mir je.	964.026	966.472	mixedNegative	negative	I-mixedNegative	I-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_968.265_972.691	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mal še m@r(), mislim, en cimer si še m@r@m do konca opremt.	Malo še mor(), mislim, en cimer si še moram do konca opremiti.	968.265	972.691	mixedPositive	positive	B-mixedPositive	B-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_972.691_975.252	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ampak bo počas.	Ampak bo počasi.	972.691	975.252	mixedPositive	positive	I-mixedPositive	I-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_975.252_977.420	ROG-Dia-GSO-P0025	ROG-dialog-0048	Šiht pa ja.	Šiht pa ja.	975.252	977.42	mixedPositive	positive	I-mixedPositive	I-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_977.420_980.037	ROG-Dia-GSO-P0025	ROG-dialog-0048	Prva colnga je pr@šla.	Prva colnga je prišla.	977.42	980.037	predominantlyPositive	positive	B-predominantlyPositive	I-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_980.037_981.129	ROG-Dia-GSO-P0025	ROG-dialog-0048	Dejansku.	Dejansko.	980.037	981.129	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_983.222_983.778	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ja.	Ja.	983.222	983.778	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_983.778_986.015	ROG-Dia-GSO-P0025	ROG-dialog-0048	Dejansko, pač.	Dejansko, pač.	983.778	986.015	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_986.015_987.710	ROG-Dia-GSO-P0025	ROG-dialog-0048	Dejansko.	Dejansko.	986.015	987.71	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_987.710_989.970	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ne vem, mislim ...	Ne vem, mislim ...	987.71	989.97	mixedPositive	positive	B-mixedPositive	B-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_989.970_993.611	ROG-Dia-GSO-P0025	ROG-dialog-0048	Bol() boljš si ne bi mogu žel@t, kar sem dobu šiht, no.	Bol() boljše si ne bi mogel želeti, kar sem dobil šiht, no.	989.97	993.611	predominantlyPositive	positive	B-predominantlyPositive	I-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_993.611_996.913	ROG-Dia-GSO-P0025	ROG-dialog-0048	To je t@žko, da bi kje karkol drugega najdu, no.	To je težko, da bi kje karkoli drugega našel, no.	993.611	996.913	predominantlyPositive	positive	I-predominantlyPositive	I-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_996.913_1003.385	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mislim, gr doma itak ni niti prbližno kaj v mojem h() fohu, t@k da ...	Mislim, gor doma itak ni niti približno kaj v mojem h() fahu, tako da ...	996.913	1003.385	mixedNegative	negative	B-mixedNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1008.550_1009.513	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ne.	Ne.	1008.55	1009.513	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1009.513_1010.967	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem.	Eem.	1009.513	1010.967	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1010.967_1013.019	ROG-Dia-GSO-P0025	ROG-dialog-0048	Kaj je še kej takiga?	Kaj je še kaj takega?	1010.967	1013.019	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1013.019_1014.423	ROG-Dia-GSO-P0025	ROG-dialog-0048	Aja p() ...	Aja p() ...	1013.019	1014.423	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1017.391_1021.366	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ej, pa v prvem mesncu v bistvu se ni glih nč kaj r() ...	Ej, pa v prvem mesecu v bistvu se ni glih nič kaj r() ...	1017.391	1021.366	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1021.366_1027.784	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mislim, nč se ni razlik(), razlikval od kar sem prej delal, t@k da sploh nisem mel nekega drugega filinga, no.	Mislim, nič se ni razlik(), razlikovalo od kar sem prej delal, tako da sploh nisem imel nekega drugega filinga, no.	1021.366	1027.784	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1027.784_1030.806	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eee ku sem že itak več ku pol leta tm.	Eee ko sem že itak več ku pol leta tam.	1027.784	1030.806	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1030.806_1045.279	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem, zdej, zej se je pa začel mal bolj pestro, je pa v bistvu ... eee učim se eee protokole.	Eem, zdaj, zdaj se je pa začelo malo bolj pestro, je pa v bistvu ... eee učim se eee protokole.	1030.806	1045.279	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1045.279_1050.929	ROG-Dia-GSO-P0025	ROG-dialog-0048	Aaa k@k, k@k se ... eee	Aaa kako, kako se ... eee	1045.279	1050.929	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1053.071_1056.733	ROG-Dia-GSO-P0025	ROG-dialog-0048	k@k se naprave med sabo pravhajo.	kako se naprave med sabo pravhajo.	1053.071	1056.733	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1056.733_1063.376	ROG-Dia-GSO-P0025	ROG-dialog-0048	Če neki, n() neki ne štima, ka lahk nardiš, k@k to popraviš, k@k to opaziš.	Če nekaj, n() nekaj ne štima, kaj lahko narediš, kako to popraviš, kako to opaziš.	1056.733	1063.376	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1065.609_1066.630	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem.	Eem.	1065.609	1066.63	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1066.630_1074.271	ROG-Dia-GSO-P0025	ROG-dialog-0048	Pa ja, pa vmes pol pač pomagam glih, kejkar, kejkar lahk pa kejkar znam pa pač ostali me sam učijo.	Pa ja, pa vmes pol pač pomagam glih, kolikor, kolikor lahko pa kolikor znam pa pač ostali me samo učijo.	1066.63	1074.271	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1074.271_1076.002	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem.	Eem.	1074.271	1076.002	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1076.002_1079.292	ROG-Dia-GSO-P0025	ROG-dialog-0048	Itak pač šest mescov une poskusne dobe.	Itak pač šest mesecev one poskusne dobe.	1076.002	1079.292	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1079.292_1085.805	ROG-Dia-GSO-P0025	ROG-dialog-0048	Sicer pač glede na to, da sem že itak tam, so mi itak r@kli, da ni panike, sam pač ...	Sicer pač glede na to, da sem že itak tam, so mi itak rekli, da ni panike, samo pač ...	1079.292	1085.805	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1085.805_1094.424	ROG-Dia-GSO-P0025	ROG-dialog-0048	Vem, da se m@r@m še določenih stvari mal bl naučt, da m loh pač dejansku rešu kak problem več.	Vem, da se moram še določenih stvari malo bolj naučiti, da bom lahko pač dejansko rešil kak problem več.	1085.805	1094.424	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1096.686_1098.223	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mmm.	Mmm.	1096.686	1098.223	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1098.223_1104.817	ROG-Dia-GSO-P0025	ROG-dialog-0048	Dejansku kr t@žku razložit t@k, ku pač ... [premor] ka točno delaš, ku pač s() ...	Dejansko kar težko razložiti tako, ku pač ... [premor] kaj točno delaš, ku pač s() ...	1098.223	1104.817	mixedNegative	negative	B-mixedNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1104.817_1111.689	ROG-Dia-GSO-P0025	ROG-dialog-0048	Že s() že sam internet ni glih enostavno razložit nekomu, k@k funkcionera.	Že s() že sam internet ni glih enostavno razložiti nekomu, kako funkcionira.	1104.817	1111.689	mixedNegative	negative	I-mixedNegative	I-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1122.133_1123.791	ROG-Dia-GSO-P0025	ROG-dialog-0048	Jes.	Yes.	1122.133	1123.791	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1134.407_1144.520	ROG-Dia-GSO-P0025	ROG-dialog-0048	Oh, glede, glede na to, da sn zej bu ... vmes čist vse eem ... je zej bvo mal na pavzi.	Oh, glede, glede na to, da sem zdaj bil ... vmes čisto vse eem ... je zdaj bilo malo na pavzi.	1134.407	1144.52	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1144.520_1149.269	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mmm mislim, praktičen del [glas] sn zaključu.	Mmm mislim, praktičen del [glas] sem zaključil.	1144.52	1149.269	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1149.269_1152.655	ROG-Dia-GSO-P0025	ROG-dialog-0048	Manjka mi še par, par strani, no.	Manjka mi še par, par strani, no.	1149.269	1152.655	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1152.655_1163.072	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eee glih z(), glih nasledn teden m@r@m, m@r@m enih par, par eee stvari še eee konč@t.	Eee glih z(), glih naslednji teden moram, moram enih par, par eee stvari še eee končati.	1152.655	1163.072	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1163.072_1163.993	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mmm.	Mmm.	1163.072	1163.993	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1165.572_1171.483	ROG-Dia-GSO-P0025	ROG-dialog-0048	Pač, traja, da se lotiš, ko se enkrat lotiš, v parjah dnevah nardiš v@lk.	Pač, traja, da se lotiš, ko se enkrat lotiš, v parih dnevih narediš veliko.	1165.572	1171.483	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1171.483_1179.404	ROG-Dia-GSO-P0025	ROG-dialog-0048	Aaa je pa problem, če preveč cajta vmes mine, ko pozabiš stvari, po pa prej da zot n@t prideš.	Aaa je pa problem, če preveč cajta vmes mine, ko pozabiš stvari, pol pa prej da zot not prideš.	1171.483	1179.404	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1179.404_1186.441	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem t@k da ti svetujem, da ko boš se lotva, nejprej	Eem tako da ti svetujem, da ko boš se lotila, najprej	1179.404	1186.441	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1187.992_1194.790	ROG-Dia-GSO-P0025	ROG-dialog-0048	spuci ti vse ostale stvari pa se pole sam fokusiri na to, da pač nimaš pole zada, ne vem,	spucaj ti vse ostale stvari pa se pol samo fokusiraj na to, da pač nimaš pol zadaj, ne vem,	1187.992	1194.79	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1194.790_1199.624	ROG-Dia-GSO-P0025	ROG-dialog-0048	en dan lavfat tja, drug djan, drug dan t@ste, tretji dan, ne vem, ka.	en dan lavfati tja, drug dan, drug dan tiste, tretji dan, ne vem, kaj.	1194.79	1199.624	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1199.624_1206.777	ROG-Dia-GSO-P0025	ROG-dialog-0048	Po pa čez en teden sp@t nazaj pr@t, ku boš itak pač ponucu ene dve, tri ure, da se sploh spomneš, ka s nazadnje dela.	Pol pa čez en teden spet nazaj priti, ku boš itak pač ponucal ene dve, tri ure, da se sploh spomniš, kaj si nazadnje delal.	1199.624	1206.777	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1208.517_1211.499	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ni pa t@k, ni pa t@k grozn.	Ni pa tako, ni pa tako grozno.	1208.517	1211.499	mixedPositive	positive	B-mixedPositive	B-positive	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1218.355_1220.062	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ooo.	Ooo.	1218.355	1220.062	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1221.911_1229.497	ROG-Dia-GSO-P0025	ROG-dialog-0048	To al pa da pač en, en, mislim, da si en vikend vzameš, pač mal bolj stisneš, pa pač probaš čim več nar@st.	To ali pa da pač en, en, mislim, da si en vikend vzameš, pač malo bolj stisneš, pa pač probaš čim več narediti.	1221.911	1229.497	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1229.497_1231.470	ROG-Dia-GSO-P0025	ROG-dialog-0048	Da si, ne vem, razdeliš.	Da si, ne vem, razdeliš.	1229.497	1231.47	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1231.470_1234.977	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mislim, zej tud ne vem, ki bo ti s() mentor pač pomagal, no.	Mislim, zdaj tudi ne vem, ki bo ti s() mentor pač pomagal, no.	1231.47	1234.977	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1234.977_1239.444	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ampak pač načeloma itak ti da neke ... neke naloge.	Ampak pač načeloma itak ti da neke ... neke naloge.	1234.977	1239.444	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1239.444_1244.008	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mislim, celotno nalogo ti razdeli na podnaloge in po maš pač ...	Mislim, celotno nalogo ti razdeli na podnaloge in pol imaš pač ...	1239.444	1244.008	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1244.008_1257.706	ROG-Dia-GSO-P0025	ROG-dialog-0048	[nerazumljivo] pa pač da tri dni, pa zaključiš, al pa en teden, da zaključiš t@sto prvo nalogo, pa ti da pole pač neke povratne informacije pač, ka naprej, k@k naprej,	[nerazumljivo] pa pač da tri dni, pa zaključiš, ali pa en teden, da zaključiš tisto prvo nalogo, pa ti da pol pač neke povratne informacije pač, kaj naprej, kako naprej,	1244.008	1257.706	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1257.706_1263.641	ROG-Dia-GSO-P0025	ROG-dialog-0048	eee da se pole v obeh vmes pol res ne zgubiš, ko je pač brez veze.	eee da se pol v obeh vmes pol res ne izgubiš, ko je pač brez zveze.	1257.706	1263.641	mixedNegative	negative	B-mixedNegative	B-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1263.641_1265.023	ROG-Dia-GSO-P0025	ROG-dialog-0048	Sam cajt gre.	Samo cajt gre.	1263.641	1265.023	predominantlyNegative	negative	B-predominantlyNegative	I-negative	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1271.054_1284.070	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ej, ful je, ful s(), ful je t@žko povedat k() eee za teme karkol, ko so itak naslovi taki, da si boh karkol lahk pomaga s tem.	Ej, ful je, ful s(), ful je težko povedati k() eee za teme karkoli, ko so itak naslovi taki, da si bog karkoli lahko pomaga s tem.	1271.054	1284.07	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1284.070_1285.218	ROG-Dia-GSO-P0025	ROG-dialog-0048	Eem.	Eem.	1284.07	1285.218	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1285.218_1301.070	ROG-Dia-GSO-P0025	ROG-dialog-0048	Je pa pomoč zdravnikom za diagnosticiranje eem eee bolezni spodnjih okončin.	Je pa pomoč zdravnikom za diagnosticiranje eem eee bolezni spodnjih okončin.	1285.218	1301.07	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1302.161_1303.725	ROG-Dia-GSO-P0025	ROG-dialog-0048	Pač.	Pač.	1302.161	1303.725	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1304.565_1309.230	ROG-Dia-GSO-P0025	ROG-dialog-0048	Mašin l@rn(), mašin l@rning pa v bistvu ...	Machine learn(), machine learning pa v bistvu ...	1304.565	1309.23	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1310.966_1320.024	ROG-Dia-GSO-P0025	ROG-dialog-0048	@h, filtriranje [premor] določenih eem primerov.	uh, filtriranje [premor] določenih eem primerov.	1310.966	1320.024	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1320.024_1331.210	ROG-Dia-GSO-P0025	ROG-dialog-0048	V kakem stanju ma pacient žile, zej a, a je, a j() s(), a j() s(), a so zdrave žile al so kalcificirane	V kakem stanju ima pacient žile, zdaj a, a je, a j() s(), a j() s(), a so zdrave žile ali so kalcificirane	1320.024	1331.21	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1331.210_1336.806	ROG-Dia-GSO-P0025	ROG-dialog-0048	al, al, al se že kaže prve znake pad bolezni.	ali, ali, ali se že kaže prve znake pač bolezni.	1331.21	1336.806	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1336.806_1342.510	ROG-Dia-GSO-P0025	ROG-dialog-0048	In po pač načeloma bi s tem pomagu dohtarju, ko pač ...	In pol pač načeloma bi s tem pomagal dohtarju, ko pač ...	1336.806	1342.51	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1345.398_1346.449	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ful je t@žko.	Ful je težko.	1345.398	1346.449	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1346.449_1352.012	ROG-Dia-GSO-P0025	ROG-dialog-0048	Pač maš štir dohtarje pa je pač subjektivno in ti bo vsak drgač označu.	Pač imaš štiri dohtarje pa je pač subjektivno in ti bo vsak drugače označil.	1346.449	1352.012	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1359.188_1365.091	ROG-Dia-GSO-P0025	ROG-dialog-0048	Oh, ful se nau(), ful sn se nauču, ko je pač, ni glih, ni glih eem ...	Oh, ful se nau(), ful sem se naučil, ko je pač, ni glih, ni glih eem ...	1359.188	1365.091	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1365.091_1368.643	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ni glih v@lk, kar j [nerazumljivo] na faksu, no,	Ni glih veliko, kar je [nerazumljivo] na faksu, no,	1365.091	1368.643	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1368.643_1370.023	ROG-Dia-GSO-P0025	ROG-dialog-0048	to je res, ono ob faksu,	to je res, ono ob faksu,	1368.643	1370.023	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1370.023_1373.408	ROG-Dia-GSO-P0025	ROG-dialog-0048	pa pač podatki, zej zadnje cajte so itak povsod.	pa pač podatki, zdaj zadnje cajte so itak povsod.	1370.023	1373.408	neutralPositive	neutral	I-neutralPositive	I-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0050_1387.433_1393.720	ROG-Dia-GSO-P0025	ROG-dialog-0050	Ja, ampak sej je v redu, zej smo na triindvajstih minutah, tak da eem še ...	Ja, ampak saj je v redu, zdaj smo na triindvajsetih minutah, tako da eem še ...	1387.433	1393.72	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1392.358_1400.219	ROG-Dia-GSO-P0025	ROG-dialog-0048	Ja pač vmes boš itak mogu verjetno kako minuto b@k odstrant. [nerazumljivo] o sestri govorit.	Ja pač vmes boš itak mogel verjetno kako minuto bek odstraniti. [nerazumljivo] o sestri govoriti.	1392.358	1400.219	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0050_1400.219_1401.648	ROG-Dia-GSO-P0025	ROG-dialog-0050	Ne, ne, sej bo v redu.	Ne, ne, saj bo v redu.	1400.219	1401.648	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
ROG-Dia-GSO-P0025_ROG-dialog-0048_1402.548_1403.377	ROG-Dia-GSO-P0025	ROG-dialog-0048	Aha.	Aha.	1402.548	1403.377	neutralPositive	neutral	B-neutralPositive	B-neutral	dev	train	sentiment
